"Season","Name","LastName","FirstName","Number","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftOverall","GP","G","A","P","PlusMinus","PIM"
20082009,"Sergei Kostitsyn","Kostitsyn","Sergei",74,"MTL","L","L","1987-03-20","Novopolotsk","BLR",NA,"BLR",72,196,2005,7,200,56,8,15,23,-3,64
20092010,"Sergei Kostitsyn","Kostitsyn","Sergei",74,"MTL","L","L","1987-03-20","Novopolotsk","BLR",NA,"BLR",72,196,2005,7,200,47,7,11,18,4,8
20102011,"Sergei Kostitsyn","Kostitsyn","Sergei",74,"NSH","L","L","1987-03-20","Novopolotsk","BLR",NA,"BLR",72,196,2005,7,200,77,23,27,50,10,20
20112012,"Sergei Kostitsyn","Kostitsyn","Sergei",74,"NSH","L","L","1987-03-20","Novopolotsk","BLR",NA,"BLR",72,196,2005,7,200,75,17,26,43,8,34
20122013,"Sergei Kostitsyn","Kostitsyn","Sergei",74,"NSH","L","L","1987-03-20","Novopolotsk","BLR",NA,"BLR",72,196,2005,7,200,46,3,12,15,-5,11
20122013,"Michael Kostka","Kostka","Michael",21,"TOR","D","R","1985-11-28","Etobicoke","CAN","ON","CAN",73,210,NA,NA,NA,35,0,8,8,-7,27
20132014,"Michael Kostka","Kostka","Michael",21,"CHI, TBL","D","R","1985-11-28","Etobicoke","CAN","ON","CAN",73,210,NA,NA,NA,28,4,7,11,10,8
20142015,"Michael Kostka","Kostka","Michael",21,"NYR","D","R","1985-11-28","Etobicoke","CAN","ON","CAN",73,210,NA,NA,NA,7,0,1,1,1,0
20152016,"Michael Kostka","Kostka","Michael",21,"OTT","D","R","1985-11-28","Etobicoke","CAN","ON","CAN",73,210,NA,NA,NA,15,0,1,1,6,4
20022003,"Tom Kostopoulos","Kostopoulos","Tom",25,"PIT","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,8,0,1,1,-4,0
20032004,"Tom Kostopoulos","Kostopoulos","Tom",25,"PIT","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,60,9,13,22,-14,67
20052006,"Tom Kostopoulos","Kostopoulos","Tom",25,"LAK","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,76,8,14,22,-8,100
20062007,"Tom Kostopoulos","Kostopoulos","Tom",25,"LAK","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,76,7,15,22,-2,73
20072008,"Tom Kostopoulos","Kostopoulos","Tom",25,"MTL","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,67,7,6,13,-3,113
20082009,"Tom Kostopoulos","Kostopoulos","Tom",25,"MTL","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,78,8,14,22,-1,106
20092010,"Tom Kostopoulos","Kostopoulos","Tom",25,"CAR","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,82,8,13,21,4,106
20102011,"Tom Kostopoulos","Kostopoulos","Tom",25,"CAR, CGY","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,76,8,10,18,-4,74
20112012,"Tom Kostopoulos","Kostopoulos","Tom",25,"CGY","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,81,4,8,12,-15,57
20122013,"Tom Kostopoulos","Kostopoulos","Tom",25,"NJD","R","R","1979-01-24","Mississauga","CAN","ON","CAN",72,197,1999,7,204,15,1,0,1,0,18
20022003,"Ales Kotalik","Kotalik","Ales",12,"BUF","R","R","1978-12-23","JindrichuvHradec","CZE",NA,"CZE",73,225,1998,6,164,68,21,14,35,-2,30
20032004,"Ales Kotalik","Kotalik","Ales",12,"BUF","R","R","1978-12-23","JindrichuvHradec","CZE",NA,"CZE",73,225,1998,6,164,62,15,11,26,-1,41
20052006,"Ales Kotalik","Kotalik","Ales",12,"BUF","R","R","1978-12-23","JindrichuvHradec","CZE",NA,"CZE",73,225,1998,6,164,82,25,37,62,-3,62
20062007,"Ales Kotalik","Kotalik","Ales",12,"BUF","R","R","1978-12-23","JindrichuvHradec","CZE",NA,"CZE",73,225,1998,6,164,66,16,22,38,-5,46
20072008,"Ales Kotalik","Kotalik","Ales",12,"BUF","R","R","1978-12-23","JindrichuvHradec","CZE",NA,"CZE",73,225,1998,6,164,79,23,20,43,-5,58
20082009,"Ales Kotalik","Kotalik","Ales",12,"BUF, EDM","R","R","1978-12-23","JindrichuvHradec","CZE",NA,"CZE",73,225,1998,6,164,75,20,23,43,-5,34
20092010,"Ales Kotalik","Kotalik","Ales",12,"NYR, CGY","R","R","1978-12-23","JindrichuvHradec","CZE",NA,"CZE",73,225,1998,6,164,71,11,16,27,-17,67
20102011,"Ales Kotalik","Kotalik","Ales",12,"CGY","R","R","1978-12-23","JindrichuvHradec","CZE",NA,"CZE",73,225,1998,6,164,26,4,2,6,-7,8
20022003,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"ATL","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,81,38,29,67,-24,57
20032004,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"ATL","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,81,41,46,87,-10,63
20052006,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"ATL","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,78,52,46,98,-6,68
20062007,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"ATL","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,82,42,34,76,-2,66
20072008,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"ATL","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,79,52,35,87,-12,52
20082009,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"ATL","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,79,43,48,91,-12,50
20092010,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"ATL, NJD","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,76,41,44,85,10,53
20102011,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"NJD","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,81,31,29,60,-26,28
20112012,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"NJD","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,77,37,46,83,-9,33
20122013,"Ilya Kovalchuk","Kovalchuk","Ilya",17,"NJD","R","R","1983-04-15","Tver","RUS",NA,"RUS",75,230,2001,1,1,37,11,20,31,-6,18
20022003,"Alex Kovalev","Kovalev","Alex",27,"PIT, NYR","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,78,37,40,77,-9,70
20032004,"Alex Kovalev","Kovalev","Alex",27,"NYR, MTL","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,78,14,31,45,-9,66
20052006,"Alex Kovalev","Kovalev","Alex",27,"MTL","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,69,23,42,65,-1,76
20062007,"Alex Kovalev","Kovalev","Alex",27,"MTL","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,73,18,29,47,-19,78
20072008,"Alex Kovalev","Kovalev","Alex",27,"MTL","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,82,35,49,84,18,70
20082009,"Alex Kovalev","Kovalev","Alex",27,"MTL","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,78,26,39,65,-5,74
20092010,"Alex Kovalev","Kovalev","Alex",27,"OTT","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,77,18,31,49,-8,54
20102011,"Alex Kovalev","Kovalev","Alex",27,"OTT, PIT","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,74,16,18,34,-6,44
20122013,"Alex Kovalev","Kovalev","Alex",27,"FLA","R","L","1973-02-24","Togliatti","RUS",NA,"RUS",74,222,1991,1,15,14,2,3,5,-1,6
20022003,"Viktor Kozlov","Kozlov","Viktor",25,"FLA","C","R","1975-02-14","Togliatti","RUS",NA,"RUS",76,232,1993,1,6,74,22,34,56,-8,18
20032004,"Viktor Kozlov","Kozlov","Viktor",25,"FLA, NJD","C","R","1975-02-14","Togliatti","RUS",NA,"RUS",76,232,1993,1,6,59,13,20,33,-4,18
20052006,"Viktor Kozlov","Kozlov","Viktor",25,"NJD","C","R","1975-02-14","Togliatti","RUS",NA,"RUS",76,232,1993,1,6,69,12,13,25,0,16
20062007,"Viktor Kozlov","Kozlov","Viktor",25,"NYI","C","R","1975-02-14","Togliatti","RUS",NA,"RUS",76,232,1993,1,6,81,25,26,51,12,28
20072008,"Viktor Kozlov","Kozlov","Viktor",25,"WSH","C","R","1975-02-14","Togliatti","RUS",NA,"RUS",76,232,1993,1,6,81,16,38,54,28,18
20082009,"Viktor Kozlov","Kozlov","Viktor",25,"WSH","C","R","1975-02-14","Togliatti","RUS",NA,"RUS",76,232,1993,1,6,67,13,28,41,-9,16
20022003,"Vyacheslav Kozlov","Kozlov","Vyacheslav",13,"ATL","L","L","1972-05-03","Voskresensk","RUS",NA,"RUS",70,190,1990,3,45,79,21,49,70,-10,66
20032004,"Vyacheslav Kozlov","Kozlov","Vyacheslav",13,"ATL","L","L","1972-05-03","Voskresensk","RUS",NA,"RUS",70,190,1990,3,45,76,20,32,52,-12,74
20052006,"Vyacheslav Kozlov","Kozlov","Vyacheslav",13,"ATL","L","L","1972-05-03","Voskresensk","RUS",NA,"RUS",70,190,1990,3,45,82,25,46,71,14,33
20062007,"Vyacheslav Kozlov","Kozlov","Vyacheslav",13,"ATL","L","L","1972-05-03","Voskresensk","RUS",NA,"RUS",70,190,1990,3,45,81,28,52,80,9,36
20072008,"Vyacheslav Kozlov","Kozlov","Vyacheslav",13,"ATL","L","L","1972-05-03","Voskresensk","RUS",NA,"RUS",70,190,1990,3,45,82,17,24,41,-10,26
20082009,"Vyacheslav Kozlov","Kozlov","Vyacheslav",13,"ATL","L","L","1972-05-03","Voskresensk","RUS",NA,"RUS",70,190,1990,3,45,82,26,50,76,-14,44
20092010,"Vyacheslav Kozlov","Kozlov","Vyacheslav",13,"ATL","L","L","1972-05-03","Voskresensk","RUS",NA,"RUS",70,190,1990,3,45,55,8,18,26,-15,33
20142015,"Brandon Kozun","Kozun","Brandon",67,"TOR","R","R","1990-03-08","LosAngeles","USA","CA","USA",68,167,2009,6,179,20,2,2,4,-3,6
20022003,"Milan Kraft","Kraft","Milan",14,"PIT","C","R","1980-01-17","Plzen","CZE",NA,"CZE",76,212,1998,1,23,31,7,5,12,-8,10
20032004,"Milan Kraft","Kraft","Milan",14,"PIT","C","R","1980-01-17","Plzen","CZE",NA,"CZE",76,212,1998,1,23,66,19,21,40,-22,18
20022003,"Ryan Kraft","Kraft","Ryan",41,"SJS","C","L","1975-11-07","Bottineau","USA","ND","USA",69,181,1995,8,194,7,0,1,1,2,0
20032004,"Lukas Krajicek","Krajicek","Lukas",2,"FLA","D","L","1983-03-11","Prostejov","CZE",NA,"CZE",75,205,2001,1,24,18,1,6,7,-2,12
20052006,"Lukas Krajicek","Krajicek","Lukas",2,"FLA","D","L","1983-03-11","Prostejov","CZE",NA,"CZE",75,205,2001,1,24,67,2,14,16,1,50
20062007,"Lukas Krajicek","Krajicek","Lukas",2,"VAN","D","L","1983-03-11","Prostejov","CZE",NA,"CZE",75,205,2001,1,24,78,3,13,16,-4,64
20072008,"Lukas Krajicek","Krajicek","Lukas",2,"VAN","D","L","1983-03-11","Prostejov","CZE",NA,"CZE",75,205,2001,1,24,39,2,9,11,-3,36
20082009,"Lukas Krajicek","Krajicek","Lukas",2,"TBL","D","L","1983-03-11","Prostejov","CZE",NA,"CZE",75,205,2001,1,24,71,2,17,19,-8,48
20092010,"Lukas Krajicek","Krajicek","Lukas",2,"TBL, PHI","D","L","1983-03-11","Prostejov","CZE",NA,"CZE",75,205,2001,1,24,50,1,2,3,-14,35
20022003,"Igor Kravchuk","Kravchuk","Igor",29,"FLA","D","L","1966-09-13","Ufa","RUS",NA,"RUS",73,215,1991,4,71,7,0,1,1,-3,4
20122013,"Chris Kreider","Kreider","Chris",20,"NYR","L","L","1991-04-30","Boxford","USA","MA","USA",75,228,2009,1,19,23,2,1,3,-1,6
20132014,"Chris Kreider","Kreider","Chris",20,"NYR","L","L","1991-04-30","Boxford","USA","MA","USA",75,228,2009,1,19,66,17,20,37,14,72
20142015,"Chris Kreider","Kreider","Chris",20,"NYR","L","L","1991-04-30","Boxford","USA","MA","USA",75,228,2009,1,19,80,21,25,46,24,88
20152016,"Chris Kreider","Kreider","Chris",20,"NYR","L","L","1991-04-30","Boxford","USA","MA","USA",75,228,2009,1,19,79,21,22,43,10,58
20062007,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,6,0,0,0,-3,2
20072008,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,56,6,21,27,-3,20
20082009,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,82,22,51,73,37,26
20092010,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,79,17,35,52,8,26
20102011,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,75,13,49,62,23,28
20112012,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,79,23,39,62,-5,36
20122013,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,47,10,23,33,1,20
20132014,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,80,19,50,69,39,28
20142015,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,47,7,24,31,7,22
20152016,"David Krejci","Krejci","David",46,"BOS","C","R","1986-04-28","Sternberk","CZE",NA,"CZE",72,186,2004,2,63,72,17,46,63,4,32
20062007,"Kamil Kreps","Kreps","Kamil",28,"FLA","C","R","1984-11-18","Litomerice","CZE",NA,"CZE",74,194,2003,2,38,14,1,1,2,-1,6
20072008,"Kamil Kreps","Kreps","Kamil",28,"FLA","C","R","1984-11-18","Litomerice","CZE",NA,"CZE",74,194,2003,2,38,76,8,17,25,10,29
20082009,"Kamil Kreps","Kreps","Kamil",28,"FLA","C","R","1984-11-18","Litomerice","CZE",NA,"CZE",74,194,2003,2,38,66,4,15,19,2,18
20092010,"Kamil Kreps","Kreps","Kamil",28,"FLA","C","R","1984-11-18","Litomerice","CZE",NA,"CZE",74,194,2003,2,38,76,5,9,14,-7,18
20032004,"Jordan Krestanovich","Krestanovich","Jordan",37,"COL","L","L","1981-06-14","Langley","CAN","BC","CAN",72,170,1999,5,152,14,0,0,0,0,6
20022003,"Jaroslav Kristek","Kristek","Jaroslav",29,"BUF","R","L","1980-03-16","Zlin","CZE",NA,"CZE",73,185,1998,2,50,6,0,0,0,-2,4
20022003,"Jason Krog","Krog","Jason",40,"ANA","C","R","1975-10-09","Fernie","CAN","BC","CAN",71,185,NA,NA,NA,67,10,15,25,1,12
20032004,"Jason Krog","Krog","Jason",40,"ANA","C","R","1975-10-09","Fernie","CAN","BC","CAN",71,185,NA,NA,NA,80,6,12,18,-4,16
20062007,"Jason Krog","Krog","Jason",40,"ATL, NYR","C","R","1975-10-09","Fernie","CAN","BC","CAN",71,185,NA,NA,NA,23,3,3,6,5,10
20082009,"Jason Krog","Krog","Jason",40,"VAN","C","R","1975-10-09","Fernie","CAN","BC","CAN",71,185,NA,NA,NA,4,1,0,1,0,2
20032004,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,20,1,4,5,5,16
20052006,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,27,1,8,9,11,28
20062007,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,68,1,21,22,0,54
20072008,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,65,7,28,35,25,44
20082009,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,80,6,45,51,2,50
20092010,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,48,7,15,22,5,32
20102011,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,77,11,26,37,5,36
20112012,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,82,15,21,36,-2,38
20122013,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,48,5,24,29,-5,44
20132014,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,79,8,41,49,0,44
20142015,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,80,9,35,44,-4,40
20152016,"Niklas Kronwall","Kronwall","Niklas",55,"DET","D","L","1981-01-12","Stockholm","SWE",NA,"SWE",72,194,2000,1,29,64,3,23,26,-21,30
20052006,"Staffan Kronwall","Kronwall","Staffan",8,"TOR","D","L","1982-09-10","J√rf√lla","SWE",NA,"SWE",75,209,2002,9,285,34,0,1,1,-3,14
20072008,"Staffan Kronwall","Kronwall","Staffan",8,"TOR","D","L","1982-09-10","J√rf√lla","SWE",NA,"SWE",75,209,2002,9,285,18,0,0,0,-2,7
20082009,"Staffan Kronwall","Kronwall","Staffan",8,"WSH","D","L","1982-09-10","J√rf√lla","SWE",NA,"SWE",75,209,2002,9,285,3,0,0,0,-1,0
20092010,"Staffan Kronwall","Kronwall","Staffan",8,"CGY","D","L","1982-09-10","J√rf√lla","SWE",NA,"SWE",75,209,2002,9,285,11,1,2,3,-1,2
20112012,"Torey Krug","Krug","Torey",47,"BOS","D","L","1991-04-12","Livonia","USA","MI","USA",69,186,NA,NA,NA,2,0,1,1,0,0
20122013,"Torey Krug","Krug","Torey",47,"BOS","D","L","1991-04-12","Livonia","USA","MI","USA",69,186,NA,NA,NA,1,0,1,1,-1,0
20132014,"Torey Krug","Krug","Torey",47,"BOS","D","L","1991-04-12","Livonia","USA","MI","USA",69,186,NA,NA,NA,79,14,26,40,18,28
20142015,"Torey Krug","Krug","Torey",47,"BOS","D","L","1991-04-12","Livonia","USA","MI","USA",69,186,NA,NA,NA,78,12,27,39,13,20
20152016,"Torey Krug","Krug","Torey",47,"BOS","D","L","1991-04-12","Livonia","USA","MI","USA",69,186,NA,NA,NA,81,4,40,44,9,33
20102011,"Marcus Kruger","Kruger","Marcus",16,"CHI","C","L","1990-05-27","Stockholm","SWE",NA,"SWE",72,186,2009,5,149,7,0,0,0,-4,4
20112012,"Marcus Kruger","Kruger","Marcus",16,"CHI","C","L","1990-05-27","Stockholm","SWE",NA,"SWE",72,186,2009,5,149,71,9,17,26,11,22
20122013,"Marcus Kruger","Kruger","Marcus",16,"CHI","C","L","1990-05-27","Stockholm","SWE",NA,"SWE",72,186,2009,5,149,47,4,9,13,3,24
20132014,"Marcus Kruger","Kruger","Marcus",16,"CHI","C","L","1990-05-27","Stockholm","SWE",NA,"SWE",72,186,2009,5,149,81,8,20,28,6,36
20142015,"Marcus Kruger","Kruger","Marcus",16,"CHI","C","L","1990-05-27","Stockholm","SWE",NA,"SWE",72,186,2009,5,149,81,7,10,17,-5,32
20152016,"Marcus Kruger","Kruger","Marcus",16,"CHI","C","L","1990-05-27","Stockholm","SWE",NA,"SWE",72,186,2009,5,149,41,0,4,4,-5,24
20022003,"Uwe Krupp","Krupp","Uwe",44,"ATL","D","R","1965-06-24","Cologne","DEU",NA,"DEU",78,240,1983,11,214,4,0,0,0,-2,10
20022003,"Filip Kuba","Kuba","Filip",17,"MIN","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,78,8,21,29,0,29
20032004,"Filip Kuba","Kuba","Filip",17,"MIN","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,77,5,19,24,-7,28
20052006,"Filip Kuba","Kuba","Filip",17,"MIN","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,65,6,19,25,0,44
20062007,"Filip Kuba","Kuba","Filip",17,"TBL","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,81,15,22,37,-9,36
20072008,"Filip Kuba","Kuba","Filip",17,"TBL","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,75,6,25,31,-8,40
20082009,"Filip Kuba","Kuba","Filip",17,"OTT","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,71,3,37,40,4,28
20092010,"Filip Kuba","Kuba","Filip",17,"OTT","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,53,3,25,28,-5,28
20102011,"Filip Kuba","Kuba","Filip",17,"OTT","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,64,2,14,16,-26,16
20112012,"Filip Kuba","Kuba","Filip",17,"OTT","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,73,6,26,32,26,26
20122013,"Filip Kuba","Kuba","Filip",17,"FLA","D","L","1976-12-29","Ostrava","CZE",NA,"CZE",76,225,1995,8,192,44,1,9,10,-18,24
20102011,"Tomas Kubalik","Kubalik","Tomas",33,"CBJ","R","R","1990-05-01","Plzen","CZE",NA,"CZE",74,212,2008,5,135,4,0,2,2,-3,0
20112012,"Tomas Kubalik","Kubalik","Tomas",33,"CBJ","R","R","1990-05-01","Plzen","CZE",NA,"CZE",74,212,2008,5,135,8,1,1,2,-3,6
20022003,"Pavel Kubina","Kubina","Pavel",13,"TBL","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,75,3,19,22,-7,78
20032004,"Pavel Kubina","Kubina","Pavel",13,"TBL","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,81,17,18,35,9,85
20052006,"Pavel Kubina","Kubina","Pavel",13,"TBL","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,76,5,33,38,-12,96
20062007,"Pavel Kubina","Kubina","Pavel",13,"TOR","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,61,7,14,21,7,48
20072008,"Pavel Kubina","Kubina","Pavel",13,"TOR","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,72,11,29,40,5,116
20082009,"Pavel Kubina","Kubina","Pavel",13,"TOR","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,82,14,26,40,-15,94
20092010,"Pavel Kubina","Kubina","Pavel",13,"ATL","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,76,6,32,38,0,66
20102011,"Pavel Kubina","Kubina","Pavel",13,"TBL","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,79,4,19,23,2,62
20112012,"Pavel Kubina","Kubina","Pavel",13,"TBL, PHI","D","R","1977-04-15","Celadna","CZE",NA,"CZE",76,258,1996,7,179,69,3,12,15,-2,74
20132014,"Nikita Kucherov","Kucherov","Nikita",86,"TBL","R","L","1993-06-17","Moscow","RUS",NA,"RUS",71,178,2011,2,58,52,9,9,18,3,14
20142015,"Nikita Kucherov","Kucherov","Nikita",86,"TBL","R","L","1993-06-17","Moscow","RUS",NA,"RUS",71,178,2011,2,58,82,29,36,65,38,37
20152016,"Nikita Kucherov","Kucherov","Nikita",86,"TBL","R","L","1993-06-17","Moscow","RUS",NA,"RUS",71,178,2011,2,58,77,30,36,66,9,30
20032004,"Kristian Kudroc","Kudroc","Kristian",33,"FLA","D","R","1981-05-21","Michalovce","SVK",NA,"SVK",79,255,1999,1,28,2,0,0,0,0,2
20152016,"Tom Kuhnhackl","Kuhnhackl","Tom",34,"PIT","R","L","1992-01-21","Landshut","DEU",NA,"DEU",74,196,2010,4,110,42,5,10,15,3,24
20152016,"Dean Kukan","Kukan","Dean",46,"CBJ","D","L","1993-07-08","Volketswil","CHE",NA,"CHE",74,198,NA,NA,NA,8,0,0,0,9,0
20032004,"Lasse Kukkonen","Kukkonen","Lasse",3,"CHI","D","L","1981-09-18","Oulu","FIN",NA,"FIN",72,190,2003,5,151,10,0,1,1,-2,4
20062007,"Lasse Kukkonen","Kukkonen","Lasse",3,"CHI, PHI","D","L","1981-09-18","Oulu","FIN",NA,"FIN",72,190,2003,5,151,74,5,9,14,4,38
20072008,"Lasse Kukkonen","Kukkonen","Lasse",3,"PHI","D","L","1981-09-18","Oulu","FIN",NA,"FIN",72,190,2003,5,151,53,1,4,5,3,38
20082009,"Lasse Kukkonen","Kukkonen","Lasse",3,"PHI","D","L","1981-09-18","Oulu","FIN",NA,"FIN",72,190,2003,5,151,22,0,2,2,-2,10
20142015,"Brett Kulak","Kulak","Brett",61,"CGY","D","L","1994-01-06","Edmonton","CAN","AB","CAN",74,187,2012,4,105,1,0,0,0,0,2
20152016,"Brett Kulak","Kulak","Brett",61,"CGY","D","L","1994-01-06","Edmonton","CAN","AB","CAN",74,187,2012,4,105,8,0,0,0,-2,0
20092010,"Arturs Kulda","Kulda","Arturs",23,"ATL","D","L","1988-07-25","Riga","LVA",NA,"LVA",74,215,2006,7,200,4,0,2,2,2,2
20102011,"Arturs Kulda","Kulda","Arturs",23,"ATL","D","L","1988-07-25","Riga","LVA",NA,"LVA",74,215,2006,7,200,2,0,0,0,-2,2
20112012,"Arturs Kulda","Kulda","Arturs",23,"WPG","D","L","1988-07-25","Riga","LVA",NA,"LVA",74,215,2006,7,200,9,0,0,0,3,4
20082009,"Nikolay Kulemin","Kulemin","Nikolay",86,"TOR","L","L","1986-07-14","Magnitogorsk","RUS",NA,"RUS",73,225,2006,2,44,73,15,16,31,-8,18
20092010,"Nikolay Kulemin","Kulemin","Nikolay",86,"TOR","L","L","1986-07-14","Magnitogorsk","RUS",NA,"RUS",73,225,2006,2,44,78,16,20,36,0,16
20102011,"Nikolay Kulemin","Kulemin","Nikolay",86,"TOR","L","L","1986-07-14","Magnitogorsk","RUS",NA,"RUS",73,225,2006,2,44,82,30,27,57,7,26
20112012,"Nikolay Kulemin","Kulemin","Nikolay",86,"TOR","L","L","1986-07-14","Magnitogorsk","RUS",NA,"RUS",73,225,2006,2,44,70,7,21,28,2,6
20122013,"Nikolay Kulemin","Kulemin","Nikolay",86,"TOR","L","L","1986-07-14","Magnitogorsk","RUS",NA,"RUS",73,225,2006,2,44,48,7,16,23,-5,22
