"X1","X2","X3","X4","X5"
"25.20","Jackie Chan/Kid Rock","5.7","62","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"26.1","Rob Lowe/Eminem","6.4","56","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"26.2","Kate Hudson/Radiohead","7.2","54","1
2
3
4
5
6
7
8
9
10

7.2/10
X"
"26.3","Dana Carvey/The Wallflowers","5.5","47","1
2
3
4
5
6
7
8
9
10

5.5/10
X"
"26.4","Charlize Theron/Paul Simon","5.4","42","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"26.5","Calista Flockhart/Ricky Martin","4.7","39","1
2
3
4
5
6
7
8
9
10

4.7/10
X"
"26.6","Tom Green/David Gray","5.3","54","1
2
3
4
5
6
7
8
9
10

5.3/10
X"
"26.7","Val Kilmer/U2","6.4","49","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"26.8","Lucy Liu/Jay-Z","5.7","45","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"26.9","Charlie Sheen/Nelly Furtado","5.4","39","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"26.10","Mena Suvari/Lenny Kravitz","5.5","33","1
2
3
4
5
6
7
8
9
10

5.5/10
X"
"26.11","Jennifer Lopez","5.1","44","1
2
3
4
5
6
7
8
9
10

5.1/10
X"
"26.12","Sean Hayes/Shaggy","6.5","39","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"26.13","Katie Holmes/Dave Matthews Band","5.5","42","1
2
3
4
5
6
7
8
9
10

5.5/10
X"
"26.14","Conan O'Brien/Don Henley","7.5","69","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"26.15","Julia Stiles/Aerosmith","6.1","45","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"26.16","Alec Baldwin/Coldplay","6.0","49","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"26.17","Renée Zellweger/Eve","5.2","44","1
2
3
4
5
6
7
8
9
10

5.2/10
X"
"26.18","Pierce Brosnan/Destiny's Child","6.9","52","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"26.19","Lara Flynn Boyle/Bon Jovi","5.7","27","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"26.20","Christopher Walken/Weezer","7.4","50","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"27.1","Reese Witherspoon/Alicia Keys","6.7","40","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"27.2","Seann William Scott/Sum41","7.3","42","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"27.3","Drew Barrymore/Macy Gray","5.5","42","1
2
3
4
5
6
7
8
9
10

5.5/10
X"
"27.4","John Goodman/Ja Rule","5.9","35","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"27.5","Gwyneth Paltrow/Ryan Adams","6.0","41","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"27.6","Billy Bob Thornton/Creed","5.3","39","1
2
3
4
5
6
7
8
9
10

5.3/10
X"
"27.7","Derek Jeter/Shakira/Bubba Sparxxx","6.5","49","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"27.8","Hugh Jackman/Mick Jagger","6.9","67","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"27.9","Ellen Degeneres/No Doubt","5.9","40","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"27.10","Josh Hartnett/Pink","5.9","47","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"27.11","Jack Black/The Strokes","6.0","50","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"27.12","Britney Spears","6.3","58","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"27.13","Jonny Moseley/Outkast","5.0","28","1
2
3
4
5
6
7
8
9
10

5.0/10
X"
"27.14","Jon Stewart/India.Arie","6.1","37","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"27.15","Ian McKellen/Kylie Minogue","7.4","53","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"27.16","Cameron Diaz/Jimmy Eat World","5.4","31","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"27.17","The Rock/Andrew W.K.","5.4","43","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"27.18","Alec Baldwin/P.O.D.","5.8","46","1
2
3
4
5
6
7
8
9
10

5.8/10
X"
"27.19","Kirsten Dunst/Eminem","5.9","50","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"27.20","Winona Ryder/Moby","6.5","63","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"28.1","Matt Damon/Bruce Springsteen & The E Street Band","6.3","58","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"28.2","Sarah Michelle Gellar/Faith Hill","6.6","65","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"28.3","Senator John McCain/The White Stripes","5.3","63","1
2
3
4
5
6
7
8
9
10

5.3/10
X"
"28.4","Eric McCormack/Jay-Z","4.7","30","1
2
3
4
5
6
7
8
9
10

4.7/10
X"
"28.5","Nia Vardalos/Eve","4.3","27","1
2
3
4
5
6
7
8
9
10

4.3/10
X"
"28.6","Brittany Murphy/Nelly","5.5","36","1
2
3
4
5
6
7
8
9
10

5.5/10
X"
"28.7","Robert De Niro/Norah Jones","5.6","43","1
2
3
4
5
6
7
8
9
10

5.6/10
X"
"28.8","Al Gore/Phish","6.1","56","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"28.9","Jeff Gordon/Avril Lavigne","6.1","39","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"28.10","Ray Liotta/The Donnas","5.4","30","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"28.11","Matthew McConaughey/Dixie Chicks","5.9","31","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"28.12","Jennifer Garner/Beck","6.1","40","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"28.13","Christopher Walken/Foo Fighters","6.7","48","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"28.14","Queen Latifah/Ms. Dynamite","4.0","35","1
2
3
4
5
6
7
8
9
10

4.0/10
X"
"28.15","Salma Hayek/Christina Aguilera","6.0","42","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"28.16","Bernie Mac/Good Charlotte","4.5","30","1
2
3
4
5
6
7
8
9
10

4.5/10
X"
"28.17","Ray Romano/Zwan","4.9","26","1
2
3
4
5
6
7
8
9
10

4.9/10
X"
"28.18","Ashton Kutcher/50 Cent","3.9","38","1
2
3
4
5
6
7
8
9
10

3.9/10
X"
"28.19","Adrien Brody/Sean Paul & Wayne Wonder","5.6","41","1
2
3
4
5
6
7
8
9
10

5.6/10
X"
"28.20","Dan Aykroyd/Beyonce","5.4","38","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"29.1","Jack Black/John Mayer","5.3","39","1
2
3
4
5
6
7
8
9
10

5.3/10
X"
"29.2","Justin Timberlake","7.5","66","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"29.3","Halle Berry/Britney Spears","5.2","43","1
2
3
4
5
6
7
8
9
10

5.2/10
X"
"29.4","Kelly Ripa/Outkast","4.6","27","1
2
3
4
5
6
7
8
9
10

4.6/10
X"
"29.5","Andy Roddick/Dave Matthews","4.6","27","1
2
3
4
5
6
7
8
9
10

4.6/10
X"
"29.6","Alec Baldwin/Missy Elliott","5.8","43","1
2
3
4
5
6
7
8
9
10

5.8/10
X"
"29.7","Al Sharpton/Pink","3.8","48","1
2
3
4
5
6
7
8
9
10

3.8/10
X"
"29.8","Elijah Wood/Jet","6.4","46","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"29.9","Jennifer Aniston/Black Eyed Peas","7.1","47","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"29.10","Jessica Simpson and Nick Lachey/G-Unit","5.4","39","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"29.11","Megan Mullally/Clay Aiken","5.9","46","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"29.12","Drew Barrymore/Kelis","6.2","42","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"29.13","Christina Aguilera/Maroon 5","6.2","46","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"29.14","Colin Firth/Norah Jones","6.5","53","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"29.15","Ben Affleck/N.E.R.D.","5.6","39","1
2
3
4
5
6
7
8
9
10

5.6/10
X"
"29.16","Donald Trump/Toots and the Maytals","5.6","44","1
2
3
4
5
6
7
8
9
10

5.6/10
X"
"29.17","Janet Jackson","5.9","37","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"29.18","Lindsay Lohan/Usher","6.8","83","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"29.19","Snoop Dogg/Avril Lavigne","5.1","40","1
2
3
4
5
6
7
8
9
10

5.1/10
X"
"29.20","Mary-Kate & Ashley Olsen/J-Kwon","5.7","56","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"30.1","Ben Affleck/Nelly","6.9","53","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"30.2","Queen Latifah","5.3","43","1
2
3
4
5
6
7
8
9
10

5.3/10
X"
"30.3","Jude Law/Ashlee Simpson","6.5","64","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"30.4","Kate Winslet/Eminem","5.9","60","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"30.5","Liam Neeson/Modest Mouse","6.3","41","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"30.6","Luke Wilson/U2","5.9","41","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"30.7","Colin Farrell/Scissor Sisters","6.0","52","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"30.8","Robert De Niro/Destiny's Child","6.1","56","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"30.9","Topher Grace/The Killers","6.9","54","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"30.10","Paul Giamatti/Ludacris featuring Sum-41","5.7","35","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"30.11","Paris Hilton/Keane","3.4","79","1
2
3
4
5
6
7
8
9
10

3.4/10
X"
"30.12","Jason Bateman/Kelly Clarkson","7.4","47","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"30.13","Hilary Swank/50 Cent","4.8","42","1
2
3
4
5
6
7
8
9
10

4.8/10
X"
"30.14","David Spade/Jack Johnson","5.7","46","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"30.15","Ashton Kutcher/Gwen Stefani","4.5","50","1
2
3
4
5
6
7
8
9
10

4.5/10
X"
"30.16","Cameron Diaz/Green Day","5.4","60","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"30.17","Tom Brady/Beck","6.4","48","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"30.18","Johnny Knoxville/System of a Down","5.8","58","1
2
3
4
5
6
7
8
9
10

5.8/10
X"
"30.19","Will Ferrell/Queens of the Stone Age","7.4","59","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"30.20","Lindsay Lohan/Coldplay","5.7","60","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"31.1","Steve Carell/Kanye West","6.2","83","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"31.2","Jon Heder/Ashlee Simpson","4.7","49","1
2
3
4
5
6
7
8
9
10

4.7/10
X"
"31.3","Catherine Zeta-Jones/Franz Ferdinand","6.5","49","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"31.4","Lance Armstrong/Sheryl Crow","5.1","38","1
2
3
4
5
6
7
8
9
10

5.1/10
X"
"31.5","Jason Lee/Foo Fighters","6.2","49","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"31.6","Eva Longoria/Korn","6.2","49","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"31.7","Dane Cook/James Blunt","5.2","86","1
2
3
4
5
6
7
8
9
10

5.2/10
X"
"31.8","Alec Baldwin/Shakira","6.2","59","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"31.9","Jack Black/Neil Young","6.8","79","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"31.10","Scarlett Johansson/Death Cab for Cutie","6.9","72","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"31.11","Peter Sarsgaard/The Strokes","6.6","52","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"31.12","Steve Martin/Prince","7.6","64","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"31.13","Natalie Portman/Fall Out Boy","8.0","111","1
2
3
4
5
6
7
8
9
10

8.0/10
X"
"31.14","Matt Dillon/Arctic Monkeys","6.3","48","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"31.15","Antonio Banderas/Mary J. Blige","5.9","47","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"31.16","Lindsay Lohan/Pearl Jam","6.5","63","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"31.17","Tom Hanks/Red Hot Chili Peppers","6.4","67","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"31.18","Julia Louis-Dreyfus/Paul Simon","6.7","65","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"31.19","Kevin Spacey/Nelly Furtado","6.5","63","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"32.1","Dane Cook/The Killers","5.6","98","1
2
3
4
5
6
7
8
9
10

5.6/10
X"
"32.2","Jaime Pressly/Corinne Bailey Rae","5.6","56","1
2
3
4
5
6
7
8
9
10

5.6/10
X"
"32.3","John C. Reilly/My Chemical Romance","6.7","79","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"32.4","Hugh Laurie/Beck","7.5","99","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"32.5","Alec Baldwin/Christina Aguilera","7.5","86","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"32.6","Chris 'Ludacris' Bridges","5.7","46","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"32.7","Matthew Fox/Tenacious D","7.4","67","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"32.8","Annette Bening/Gwen Stefani/Akon","6.8","56","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"32.9","Justin Timberlake","8.5","209","1
2
3
4
5
6
7
8
9
10

8.5/10
X"
"32.10","Jake Gyllenhaal/The Shins","7.8","100","1
2
3
4
5
6
7
8
9
10

7.8/10
X"
"32.11","Jeremy Piven/AFI","7.4","73","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"32.12","Drew Barrymore/Lily Allen","7.5","77","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"32.13","Forest Whitaker/Keith Urban","6.5","47","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"32.14","Rainn Wilson/Arcade Fire","7.4","75","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"32.15","Julia Louis-Dreyfus/Snow Patrol","7.1","60","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"32.16","Peyton Manning/Carrie Underwood","8.2","137","1
2
3
4
5
6
7
8
9
10

8.2/10
X"
"32.17","Shia LaBeouf/Avril Lavigne","7.3","131","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"32.18","Scarlett Johansson/Björk","7.4","84","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"32.19","Molly Shannon/Linkin Park","7.9","52","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"32.20","Zach Braff/Maroon 5","7.4","80","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"33.1","LeBron James/Kanye West","6.9","100","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"33.2","Seth Rogen/Spoon","7.3","79","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"33.3","Jon Bon Jovi/Foo Fighters","7.1","74","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"33.4","Brian Williams/Feist","7.6","65","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"33.5","Tina Fey/Carrie Underwood","8.0","109","1
2
3
4
5
6
7
8
9
10

8.0/10
X"
"33.6","Ellen Page/Wilco","7.4","118","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"33.7","Amy Adams/Vampire Weekend","7.7","92","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"33.8","Jonah Hill/Mariah Carey","6.7","81","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"33.9","Christopher Walken/Panic at the Disco","8.0","104","1
2
3
4
5
6
7
8
9
10

8.0/10
X"
"33.10","Ashton Kutcher/Gnarls Barkley","7.0","74","1
2
3
4
5
6
7
8
9
10

7.0/10
X"
"33.11","Shia LaBeouf/My Morning Jacket","7.8","84","1
2
3
4
5
6
7
8
9
10

7.8/10
X"
"33.12","Steve Carell/Usher","7.8","91","1
2
3
4
5
6
7
8
9
10

7.8/10
X"
"34.1","Michael Phelps/Lil' Wayne","6.0","119","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"34.2","James Franco/Kings of Leon","6.7","121","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"34.3","Anna Faris/Duffy","6.5","80","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"34.4","Anne Hathaway/The Killers","7.7","136","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"34.5","Josh Brolin/Adele","7.7","114","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"34.6","Jon Hamm/Coldplay","7.6","101","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"34.7","Ben Affleck/David Cook","7.1","96","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"34.8","Paul Rudd/Beyoncé","7.7","123","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"34.9","Tim McGraw/Ludacris/T-Pain","6.4","55","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"34.10","John Malkovich/T.I.","7.3","93","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"34.11","Hugh Laurie/Kanye West","6.7","89","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"34.12","Neil Patrick Harris/Taylor Swift","7.1","108","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"34.13","Rosario Dawson/Fleet Foxes","5.9","74","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"34.14","Steve Martin/Jason Mraz","6.3","79","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"34.15","Bradley Cooper/TV on the Radio","6.4","80","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"34.16","Alec Baldwin/Jonas Brothers","6.8","95","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"34.17","Dwayne Johnson/Ray LaMontagne","7.4","87","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"34.18","Tracy Morgan/Kelly Clarkson","6.3","75","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"34.19","Seth Rogen/Phoenix","6.2","77","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"34.20","Zac Efron/Yeah Yeah Yeahs","6.9","107","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"34.21","Justin Timberlake/Ciara","8.1","174","1
2
3
4
5
6
7
8
9
10

8.1/10
X"
"34.22","Will Ferrell/Green Day","7.9","125","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"35.1","Megan Fox/U2","6.3","136","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"35.2","Ryan Reynolds/Lady Gaga","7.3","171","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"35.3","Drew Barrymore/Regina Spektor","6.0","98","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"35.4","Gerard Butler/Shakira","7.1","115","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"35.5","Taylor Swift","7.1","164","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"35.6","January Jones/Black Eyed Peas","4.4","101","1
2
3
4
5
6
7
8
9
10

4.4/10
X"
"35.7","Joseph Gordon-Levitt/Dave Matthews Band","7.5","130","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"35.8","Blake Lively/Rihanna","6.6","119","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"35.9","Taylor Lautner/Bon Jovi","5.9","125","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"35.10","James Franco/Muse","6.9","124","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"35.11","Charles Barkley/Alicia Keys","6.2","79","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"35.12","Sigourney Weaver/The Ting Tings","6.5","90","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"35.13","Jon Hamm/Michael Bublé","7.4","119","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"35.14","Ashton Kutcher/Them Crooked Vultures","6.0","86","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"35.15","Jennifer Lopez","6.2","95","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"35.16","Zach Galifianakis/Vampire Weekend","7.9","139","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"35.17","Jude Law/Pearl Jam","6.6","96","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"35.18","Tina Fey/Justin Bieber","7.4","155","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"35.19","Ryan Phillippe/Ke$ha","6.1","91","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"35.20","Gabourey Sidibe/MGMT","5.7","95","1
2
3
4
5
6
7
8
9
10

5.7/10
X"
"35.21","Betty White/Jay-Z","8.8","344","1
2
3
4
5
6
7
8
9
10

8.8/10
X"
"35.22","Alec Baldwin/Tom Petty & the Heartbreakers","6.6","97","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"36.1","Amy Poehler/Katy Perry","7.5","150","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"36.2","Bryan Cranston/Kanye West","6.9","129","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"36.3","Jane Lynch/Bruno Mars","6.4","103","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"36.4","Emma Stone/Kings of Leon","7.3","143","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"36.5","Jon Hamm/Rihanna","6.9","113","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"36.6","Scarlett Johansson/Arcade Fire","6.5","124","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"36.7","Anne Hathaway/Florence and the Machine","7.1","121","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"36.8","Robert De Niro/Diddy-Dirty Money","6.0","117","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"36.9","Paul Rudd/Paul McCartney","6.5","116","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"36.10","Jeff Bridges/Eminem and Lil Wayne","6.2","106","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"36.11","Jim Carrey/The Black Keys","7.4","136","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"36.12","Gwyneth Paltrow/Cee Lo Green","6.5","109","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"36.13","Jesse Eisenberg/Nicki Minaj","7.4","136","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"36.14","Dana Carvey/Linkin Park","7.4","113","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"36.15","Russell Brand/Chris Brown","6.2","114","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"36.16","Miley Cyrus/The Strokes","6.2","123","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"36.17","Zach Galifianakis/Jessie J","7.2","127","1
2
3
4
5
6
7
8
9
10

7.2/10
X"
"36.18","Elton John/Leon Russell","6.3","98","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"36.19","Helen Mirren/Foo Fighters","6.5","93","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"36.20","Tina Fey/Ellie Goulding","7.0","116","1
2
3
4
5
6
7
8
9
10

7.0/10
X"
"36.21","Ed Helms/Paul Simon","6.0","94","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"36.22","Justin Timberlake/Lady Gaga","8.4","230","1
2
3
4
5
6
7
8
9
10

8.4/10
X"
"37.1","Alec Baldwin/Radiohead","7.3","162","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"37.2","Melissa McCarthy/Lady Antebellum","7.6","171","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"37.3","Ben Stiller/Foster the People","7.4","144","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"37.4","Anna Faris/Drake","6.0","140","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"37.5","Charlie Day/Maroon 5","7.3","142","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"37.6","Emma Stone/Coldplay","7.5","155","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"37.7","Jason Segel/Florence and the Machine","7.8","152","1
2
3
4
5
6
7
8
9
10

7.8/10
X"
"37.8","Steve Buscemi/The Black Keys","7.0","114","1
2
3
4
5
6
7
8
9
10

7.0/10
X"
"37.9","Katy Perry/Robyn","7.4","153","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"37.10","Jimmy Fallon/Michael Bublé","8.5","238","1
2
3
4
5
6
7
8
9
10

8.5/10
X"
"37.11","Charles Barkley/Kelly Clarkson","5.9","120","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"37.12","Daniel Radcliffe/Lana Del Rey","6.7","167","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"37.13","Channing Tatum/Bon Iver","6.2","131","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"37.14","Zooey Deschanel/Karmin","7.6","162","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"37.15","Maya Rudolph/Sleigh Bells","8.1","173","1
2
3
4
5
6
7
8
9
10

8.1/10
X"
"37.16","Lindsay Lohan/Jack White","5.8","156","1
2
3
4
5
6
7
8
9
10

5.8/10
X"
"37.17","Jonah Hill/The Shins","7.1","130","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"37.18","Sofía Vergara/One Direction","7.5","157","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"37.19","Josh Brolin/Gotye","6.9","112","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"37.20","Eli Manning/Rihanna","6.5","115","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"37.21","Will Ferrell/Usher","7.7","111","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"37.22","Mick Jagger","8.0","151","1
2
3
4
5
6
7
8
9
10

8.0/10
X"
"38.1","Seth MacFarlane/Frank Ocean","7.9","261","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"38.2","Joseph Gordon-Levitt/Mumford & Sons","7.1","191","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"38.3","Daniel Craig/Muse","6.3","150","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"38.4","Christina Applegate/Passion Pit","6.8","140","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"38.5","Bruno Mars","7.5","178","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"38.6","Louis C.K./Fun","7.5","195","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"38.7","Anne Hathaway/Rihanna","7.6","176","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"38.8","Jeremy Renner/Maroon 5","6.7","162","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"38.9","Jamie Foxx/Ne-Yo","6.7","134","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"38.10","Martin Short/Paul McCartney","7.9","160","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"38.11","Jennifer Lawrence/The Lumineers","6.9","199","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
