"","X1","X2","X3","X4","X5"
"945","Colin Jost and Michael Che host a special edition of Weekend Update from the 2016 Republican National Convention live on MSNBC. Kate McKinnon appears as Ruth Bader Ginsburg.","Colin Jost and Michael Che host a special edition of Weekend Update from the 2016 Republican National Convention live on MSNBC. Kate McKinnon appears as Ruth Bader Ginsburg.","Colin Jost and Michael Che host a special edition of Weekend Update from the 2016 Republican National Convention live on MSNBC. Kate McKinnon appears as Ruth Bader Ginsburg.","Colin Jost and Michael Che host a special edition of Weekend Update from the 2016 Republican National Convention live on MSNBC. Kate McKinnon appears as Ruth Bader Ginsburg.",NA
"946","""Weekend Update at the DNC[161]""","July 27, 2016 (2016-07-27)","N/A",NA,NA
"947","Colin Jost and Michael Che host a special edition of Weekend Update from the 2016 Democratic National Convention live on MSNBC.","Colin Jost and Michael Che host a special edition of Weekend Update from the 2016 Democratic National Convention live on MSNBC.","Colin Jost and Michael Che host a special edition of Weekend Update from the 2016 Democratic National Convention live on MSNBC.","Colin Jost and Michael Che host a special edition of Weekend Update from the 2016 Democratic National Convention live on MSNBC.",NA
"948","""The 2016 SNL Election Special[162]""","November 7, 2016 (2016-11-07)","2.1/7[163]",NA,NA
"949","Recent political sketches involving the 2016 US presidential election, hosted by Tom Brokaw.","Recent political sketches involving the 2016 US presidential election, hosted by Tom Brokaw.","Recent political sketches involving the 2016 US presidential election, hosted by Tom Brokaw.","Recent political sketches involving the 2016 US presidential election, hosted by Tom Brokaw.",NA
"950","""SNL Thanksgiving Special[164]""","November 23, 2016 (2016-11-23)","1.6/5[165]",NA,NA
"951","Thanksgiving-themed comedy from the Saturday Night Live crew is presented.","Thanksgiving-themed comedy from the Saturday Night Live crew is presented.","Thanksgiving-themed comedy from the Saturday Night Live crew is presented.","Thanksgiving-themed comedy from the Saturday Night Live crew is presented.",NA
"952","""SNL Christmas[166]""","December 14, 2016 (2016-12-14)","1.6/5[167]",NA,NA
"953","Holiday-themed comedy from Saturday Night Live is presented.","Holiday-themed comedy from Saturday Night Live is presented.","Holiday-themed comedy from Saturday Night Live is presented.","Holiday-themed comedy from Saturday Night Live is presented.",NA
"954","""The David S. Pumpkins Animated Halloween Special""","October 28, 2017 (2017-10-28)","3.4/8[168]",NA,NA
"955","21-minute animated special where David S. Pumpkins teaches a pair of siblings the true meaning of Halloween. Starring Tom Hanks as David S. Pumpkins, Mikey Day, Bobby Moynihan, and Streeter Seidell. Narrated by Peter Dinklage.","21-minute animated special where David S. Pumpkins teaches a pair of siblings the true meaning of Halloween. Starring Tom Hanks as David S. Pumpkins, Mikey Day, Bobby Moynihan, and Streeter Seidell. Narrated by Peter Dinklage.","21-minute animated special where David S. Pumpkins teaches a pair of siblings the true meaning of Halloween. Starring Tom Hanks as David S. Pumpkins, Mikey Day, Bobby Moynihan, and Streeter Seidell. Narrated by Peter Dinklage.","21-minute animated special where David S. Pumpkins teaches a pair of siblings the true meaning of Halloween. Starring Tom Hanks as David S. Pumpkins, Mikey Day, Bobby Moynihan, and Streeter Seidell. Narrated by Peter Dinklage.",NA
"956","""SNL Presents: Halloween[169]""","October 28, 2017 (2017-10-28)","3.1/9[168]",NA,NA
"957","A collection of Halloween- and horror-themed sketches.","A collection of Halloween- and horror-themed sketches.","A collection of Halloween- and horror-themed sketches.","A collection of Halloween- and horror-themed sketches.",NA
