"Season","Name","LastName","FirstName","Number","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftOverall","GP","Started","W","L","Ties","OTL"
20052006,"Manny Fernandez","Fernandez","Manny",35,"MIN","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,58,56,30,18,0,7
20062007,"Manny Fernandez","Fernandez","Manny",35,"MIN","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,44,42,22,16,0,1
20072008,"Manny Fernandez","Fernandez","Manny",35,"BOS","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,4,4,2,2,0,0
20082009,"Manny Fernandez","Fernandez","Manny",35,"BOS","G","L","1974-08-27","Etobicoke","CAN","ON","CAN",72,207,1992,3,52,28,27,16,8,0,3
20022003,"Eric Fichaud","Fichaud","Eric",41,"MTL","G","L","1975-11-04","Anjou","CAN","QC","CAN",71,171,1994,1,16,0,0,0,0,0,0
20022003,"Brian Finley","Finley","Brian",60,"NSH","G","R","1981-07-03","SaultSteMarie","CAN","ON","CAN",74,205,1999,1,6,1,0,0,0,0,0
20052006,"Brian Finley","Finley","Brian",60,"NSH","G","R","1981-07-03","SaultSteMarie","CAN","ON","CAN",74,205,1999,1,6,1,1,0,1,0,0
20062007,"Brian Finley","Finley","Brian",60,"BOS","G","R","1981-07-03","SaultSteMarie","CAN","ON","CAN",74,205,1999,1,6,2,1,0,1,0,0
20022003,"Wade Flaherty","Flaherty","Wade",30,"FLA, NSH","G","R","1968-01-11","Terrace","CAN","BC","CAN",73,191,1988,9,181,1,0,0,1,0,0
20032004,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,21,20,4,14,2,0
20052006,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,50,45,13,27,0,6
20062007,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,67,65,40,16,0,9
20072008,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,35,33,19,10,0,2
20082009,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,62,61,35,18,0,7
20092010,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,67,66,37,21,0,6
20102011,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,65,62,36,20,0,5
20112012,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,67,64,42,17,0,4
20122013,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,33,31,23,8,0,0
20132014,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,64,64,39,18,0,5
20142015,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,64,64,34,20,0,9
20152016,"Marc-Andre Fleury","Fleury","Marc-Andre",29,"PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,58,58,35,17,0,6
20142015,"Anton Forsberg","Forsberg","Anton",31,"CBJ","G","L","1992-11-27","H√rn√sand","SWE",NA,"SWE",75,191,2011,7,188,5,5,0,4,0,0
20152016,"Anton Forsberg","Forsberg","Anton",31,"CBJ","G","L","1992-11-27","H√rn√sand","SWE",NA,"SWE",75,191,2011,7,188,4,3,1,3,0,0
20112012,"Brian Foster","Foster","Brian",33,"FLA","G","L","1987-02-04","Pembroke","USA","NH","USA",74,185,2005,5,161,1,0,0,0,0,0
20122013,"Jeff Frazee","Frazee","Jeff",31,"NJD","G","L","1987-05-13","Edina","USA","MN","USA",72,195,2005,2,38,1,0,0,0,0,0
20062007,"Yutaka Fukufuji","Fukufuji","Yutaka",33,"LAK","G","L","1982-09-17","Kushiro","JPN",NA,"JPN",73,160,2004,8,238,4,1,0,3,0,0
20052006,"Michael Garnett","Garnett","Michael",35,"ATL","G","L","1982-11-25","Saskatoon","CAN","SK","CAN",73,210,2001,3,80,24,20,10,7,0,4
20022003,"Mathieu Garon","Garon","Mathieu",32,"MTL","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,8,8,3,5,0,0
20032004,"Mathieu Garon","Garon","Mathieu",32,"MTL","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,19,16,8,6,2,0
20052006,"Mathieu Garon","Garon","Mathieu",32,"LAK","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,63,61,31,26,0,3
20062007,"Mathieu Garon","Garon","Mathieu",32,"LAK","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,32,28,13,10,0,6
20072008,"Mathieu Garon","Garon","Mathieu",32,"EDM","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,47,44,26,18,0,1
20082009,"Mathieu Garon","Garon","Mathieu",32,"EDM, PIT","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,19,16,8,9,0,0
20092010,"Mathieu Garon","Garon","Mathieu",32,"CBJ","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,35,27,12,9,0,6
20102011,"Mathieu Garon","Garon","Mathieu",32,"CBJ","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,36,29,10,14,0,6
20112012,"Mathieu Garon","Garon","Mathieu",32,"TBL","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,48,44,23,16,0,4
20122013,"Mathieu Garon","Garon","Mathieu",32,"TBL","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,18,16,5,9,0,2
20022003,"Martin Gerber","Gerber","Martin",29,"ANA","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,22,18,6,11,3,0
20032004,"Martin Gerber","Gerber","Martin",29,"ANA","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,32,29,11,12,4,0
20052006,"Martin Gerber","Gerber","Martin",29,"CAR","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,60,53,38,14,0,6
20062007,"Martin Gerber","Gerber","Martin",29,"OTT","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,29,26,15,9,0,3
20072008,"Martin Gerber","Gerber","Martin",29,"OTT","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,57,55,30,18,0,4
20082009,"Martin Gerber","Gerber","Martin",29,"OTT, TOR","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,26,26,10,14,0,1
20102011,"Martin Gerber","Gerber","Martin",29,"EDM","G","L","1974-09-03","Burgdorf","CHE",NA,"CHE",72,205,2001,8,232,3,3,3,0,0,0
20152016,"Christopher Gibson","Gibson","Christopher",33,"NYI","G","L","1992-12-27","Karkkila","FIN",NA,"FIN",73,188,2011,2,49,4,2,1,1,0,1
20132014,"John Gibson","Gibson","John",36,"ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,3,3,3,0,0,0
20142015,"John Gibson","Gibson","John",36,"ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,23,21,13,8,0,0
20152016,"John Gibson","Gibson","John",36,"ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,40,38,21,13,0,4
20022003,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,65,64,34,22,6,0
20032004,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,55,52,17,31,6,0
20052006,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,60,56,30,15,0,11
20062007,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,56,53,36,10,0,8
20072008,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,58,57,35,17,0,6
20082009,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"ANA","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,46,44,19,18,0,6
20092010,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"ANA, TOR","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,35,32,10,15,0,7
20102011,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"TOR","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,33,26,11,11,0,4
20112012,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"COL","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,32,30,15,11,0,3
20122013,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"COL","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,18,14,5,4,0,4
20132014,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien",35,"COL","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,22,19,11,6,0,1
20022003,"John Grahame","Grahame","John",37,"BOS, TBL","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,40,38,17,14,6,0
20032004,"John Grahame","Grahame","John",37,"TBL","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,29,28,18,9,1,0
20052006,"John Grahame","Grahame","John",37,"TBL","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,57,53,29,22,0,1
20062007,"John Grahame","Grahame","John",37,"CAR","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,28,23,10,13,0,2
20072008,"John Grahame","Grahame","John",37,"CAR","G","L","1975-08-31","Denver","USA","CO","USA",75,220,1994,9,229,17,12,5,7,0,1
20072008,"Thomas Greiss","Greiss","Thomas",1,"SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,3,2,0,1,0,1
20092010,"Thomas Greiss","Greiss","Thomas",1,"SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,16,11,7,4,0,1
20112012,"Thomas Greiss","Greiss","Thomas",1,"SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,19,14,9,7,0,1
20122013,"Thomas Greiss","Greiss","Thomas",1,"SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,6,5,1,4,0,0
20132014,"Thomas Greiss","Greiss","Thomas",1,"PHX","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,25,20,10,8,0,5
20142015,"Thomas Greiss","Greiss","Thomas",1,"PIT","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,20,18,9,6,0,3
20152016,"Thomas Greiss","Greiss","Thomas",1,"NYI","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,41,38,23,11,0,4
20142015,"Troy Grosenick","Grosenick","Troy",1,"SJS","G","L","1989-08-27","Brookfield","USA","WI","USA",73,185,NA,NA,NA,2,2,1,1,0,0
20122013,"Philipp Grubauer","Grubauer","Philipp",31,"WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,2,1,0,1,0,0
20132014,"Philipp Grubauer","Grubauer","Philipp",31,"WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,17,14,6,5,0,5
20142015,"Philipp Grubauer","Grubauer","Philipp",31,"WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,1,1,1,0,0,0
20152016,"Philipp Grubauer","Grubauer","Philipp",31,"WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,22,16,8,9,0,1
20132014,"Kristers Gudlevskis","Gudlevskis","Kristers",50,"TBL","G","L","1992-07-31","Aizkraukle","LVA",NA,"LVA",75,218,2013,5,124,1,1,1,0,0,0
20152016,"Kristers Gudlevskis","Gudlevskis","Kristers",50,"TBL","G","L","1992-07-31","Aizkraukle","LVA",NA,"LVA",75,218,2013,5,124,1,1,0,0,0,1
20092010,"Jonas Gustavsson","Gustavsson","Jonas",50,"TOR","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,42,39,16,15,0,9
20102011,"Jonas Gustavsson","Gustavsson","Jonas",50,"TOR","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,23,21,6,13,0,2
20112012,"Jonas Gustavsson","Gustavsson","Jonas",50,"TOR","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,42,36,17,17,0,4
20122013,"Jonas Gustavsson","Gustavsson","Jonas",50,"DET","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,7,4,2,2,0,1
20132014,"Jonas Gustavsson","Gustavsson","Jonas",50,"DET","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,27,26,16,5,0,4
20142015,"Jonas Gustavsson","Gustavsson","Jonas",50,"DET","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,7,6,3,3,0,1
20152016,"Jonas Gustavsson","Gustavsson","Jonas",50,"BOS","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,24,20,11,9,0,1
20022003,"Jeff Hackett","Hackett","Jeff",33,"MTL, BOS","G","L","1968-06-01","London","CAN","ON","CAN",73,198,1987,2,34,36,34,15,17,2,0
20032004,"Jeff Hackett","Hackett","Jeff",33,"PHI","G","L","1968-06-01","London","CAN","ON","CAN",73,198,1987,2,34,27,26,10,10,6,0
20112012,"Matt Hackett","Hackett","Matt",31,"MIN","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,12,7,3,6,0,0
20122013,"Matt Hackett","Hackett","Matt",31,"MIN","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,1,1,0,1,0,0
20132014,"Matt Hackett","Hackett","Matt",31,"BUF","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,8,8,1,6,0,1
20142015,"Matt Hackett","Hackett","Matt",31,"BUF","G","L","1990-03-07","London","CAN","ON","CAN",74,179,2009,3,77,5,4,0,4,0,1
20062007,"Jaroslav Halak","Halak","Jaroslav",41,"MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,16,16,10,6,0,0
20072008,"Jaroslav Halak","Halak","Jaroslav",41,"MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,6,4,2,1,0,1
20082009,"Jaroslav Halak","Halak","Jaroslav",41,"MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,34,33,18,14,0,1
20092010,"Jaroslav Halak","Halak","Jaroslav",41,"MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,45,43,26,13,0,5
20102011,"Jaroslav Halak","Halak","Jaroslav",41,"STL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,57,57,27,21,0,7
20112012,"Jaroslav Halak","Halak","Jaroslav",41,"STL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,46,46,26,12,0,7
20122013,"Jaroslav Halak","Halak","Jaroslav",41,"STL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,16,15,6,5,0,1
20132014,"Jaroslav Halak","Halak","Jaroslav",41,"STL, WSH","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,52,50,29,13,0,7
20142015,"Jaroslav Halak","Halak","Jaroslav",41,"NYI","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,59,59,38,17,0,4
20152016,"Jaroslav Halak","Halak","Jaroslav",41,"NYI","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,36,36,18,13,0,4
20132014,"Andrew Hammond","Hammond","Andrew",30,"OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",73,220,NA,NA,NA,1,0,0,0,0,0
20142015,"Andrew Hammond","Hammond","Andrew",30,"OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",73,220,NA,NA,NA,24,23,20,1,0,2
20152016,"Andrew Hammond","Hammond","Andrew",30,"OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",73,220,NA,NA,NA,24,21,7,11,0,4
20022003,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,0,0,0,0,0,0
20052006,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,3,3,2,1,0,0
20062007,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,7,4,3,2,0,1
20072008,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,29,25,11,15,0,2
20082009,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,19,11,3,9,0,1
20092010,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,25,22,9,12,0,0
20112012,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,34,30,13,12,0,4
20122013,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,5,3,1,1,0,0
20132014,"Josh Harding","Harding","Josh",37,"MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,29,26,18,7,0,3
20032004,"Dominik Hasek","Hasek","Dominik",39,"DET","G","L","1965-01-29","Pardubice","CZE",NA,"CZE",73,166,1983,10,199,14,14,8,3,2,0
20052006,"Dominik Hasek","Hasek","Dominik",39,"OTT","G","L","1965-01-29","Pardubice","CZE",NA,"CZE",73,166,1983,10,199,43,41,28,10,0,4
20062007,"Dominik Hasek","Hasek","Dominik",39,"DET","G","L","1965-01-29","Pardubice","CZE",NA,"CZE",73,166,1983,10,199,56,56,38,11,0,6
20072008,"Dominik Hasek","Hasek","Dominik",39,"DET","G","L","1965-01-29","Pardubice","CZE",NA,"CZE",73,166,1983,10,199,41,40,27,10,0,3
20052006,"Adam Hauser","Hauser","Adam",45,"LAK","G","L","1980-05-27","Bovey","USA","MN","USA",74,192,1999,3,81,1,0,0,0,0,0
20022003,"Johan Hedberg","Hedberg","Johan",1,"PIT","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,41,39,14,22,4,0
20032004,"Johan Hedberg","Hedberg","Johan",1,"VAN","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,21,17,8,6,2,0
20052006,"Johan Hedberg","Hedberg","Johan",1,"DAL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,19,15,12,4,0,1
20062007,"Johan Hedberg","Hedberg","Johan",1,"ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,21,16,9,4,0,2
20072008,"Johan Hedberg","Hedberg","Johan",1,"ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,36,32,14,15,0,3
20082009,"Johan Hedberg","Hedberg","Johan",1,"ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,33,26,13,12,0,3
20092010,"Johan Hedberg","Hedberg","Johan",1,"ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,47,42,21,16,0,6
20102011,"Johan Hedberg","Hedberg","Johan",1,"NJD","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,34,27,15,12,0,2
20112012,"Johan Hedberg","Hedberg","Johan",1,"NJD","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,27,23,17,7,0,2
20122013,"Johan Hedberg","Hedberg","Johan",1,"NJD","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,19,19,6,10,0,3
20132014,"Calvin Heeter","Heeter","Calvin",33,"PHI","G","L","1988-11-02","StLouis","USA","MO","USA",76,195,NA,NA,NA,1,1,0,0,0,1
20082009,"Riku Helenius","Helenius","Riku",35,"TBL","G","L","1988-03-01","Palkane","FIN",NA,"FIN",75,211,2006,1,15,1,0,0,0,0,0
20132014,"Magnus Hellberg","Hellberg","Magnus",45,"NSH","G","L","1991-04-04","Uppsala","SWE",NA,"SWE",78,209,2011,2,38,1,0,0,0,0,0
20152016,"Magnus Hellberg","Hellberg","Magnus",45,"NYR","G","L","1991-04-04","Uppsala","SWE",NA,"SWE",78,209,2011,2,38,1,0,0,0,0,0
20152016,"Connor Hellebuyck","Hellebuyck","Connor",37,"WPG","G","L","1993-05-19","Commerce","USA","MI","USA",76,207,2012,5,130,26,26,13,11,0,1
20072008,"Jonas Hiller","Hiller","Jonas",1,"ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,23,18,10,7,0,1
20082009,"Jonas Hiller","Hiller","Jonas",1,"ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,46,38,23,15,0,1
20092010,"Jonas Hiller","Hiller","Jonas",1,"ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,59,58,30,23,0,4
20102011,"Jonas Hiller","Hiller","Jonas",1,"ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,49,46,26,16,0,3
20112012,"Jonas Hiller","Hiller","Jonas",1,"ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,73,73,29,30,0,12
20122013,"Jonas Hiller","Hiller","Jonas",1,"ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,26,25,15,6,0,4
20132014,"Jonas Hiller","Hiller","Jonas",1,"ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,50,50,29,13,0,7
20142015,"Jonas Hiller","Hiller","Jonas",1,"CGY","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,52,44,26,19,0,4
20152016,"Jonas Hiller","Hiller","Jonas",1,"CGY","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,26,23,9,11,0,1
20022003,"Corey Hirsch","Hirsch","Corey",30,"DAL","G","L","1972-07-01","MedicineHat","CAN","AB","CAN",70,170,1991,8,169,2,1,0,1,0,0
20022003,"Milan Hnilicka","Hnilicka","Milan",1,"ATL","G","L","1973-06-25","Litome","CZE",NA,"CZE",73,190,1991,4,70,21,17,4,13,1,0
20032004,"Milan Hnilicka","Hnilicka","Milan",1,"LAK","G","L","1973-06-25","Litome","CZE",NA,"CZE",73,190,1991,4,70,2,1,0,1,0,0
20022003,"Jamie Hodson","Hodson","Jamie",35,"TOR","G","L","1980-04-08","Brandon","CAN","MB","CAN",74,205,1998,3,69,0,0,0,0,0,0
20022003,"Kevin Hodson","Hodson","Kevin",30,"TBL","G","L","1972-03-27","Winnipeg","CAN","MB","CAN",72,182,NA,NA,NA,7,3,0,3,1,0
20022003,"Johan Holmqvist","Holmqvist","Johan",40,"NYR","G","L","1978-05-24","Tolfta","SWE",NA,"SWE",75,198,1997,7,175,1,0,0,1,0,0
20062007,"Johan Holmqvist","Holmqvist","Johan",40,"TBL","G","L","1978-05-24","Tolfta","SWE",NA,"SWE",75,198,1997,7,175,48,43,27,15,0,3
20072008,"Johan Holmqvist","Holmqvist","Johan",40,"TBL, DAL","G","L","1978-05-24","Tolfta","SWE",NA,"SWE",75,198,1997,7,175,47,47,21,16,0,6
20052006,"Chris Holt","Holt","Chris",35,"NYR","G","L","1985-06-05","Vancouver","CAN","BC","CAN",75,229,2003,6,180,1,0,0,0,0,0
20082009,"Chris Holt","Holt","Chris",35,"STL","G","L","1985-06-05","Vancouver","CAN","BC","CAN",75,229,2003,6,180,1,0,0,0,0,0
20102011,"Braden Holtby","Holtby","Braden",70,"WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,14,12,10,2,0,2
20112012,"Braden Holtby","Holtby","Braden",70,"WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,7,6,4,2,0,1
20122013,"Braden Holtby","Holtby","Braden",70,"WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,36,35,23,12,0,1
20132014,"Braden Holtby","Holtby","Braden",70,"WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,48,45,23,15,0,4
20142015,"Braden Holtby","Holtby","Braden",70,"WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,73,72,41,20,0,10
20152016,"Braden Holtby","Holtby","Braden",70,"WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,66,66,48,9,0,7
20062007,"Martin Houle","Houle","Martin",35,"PHI","G","L","1985-02-12","Montreal","CAN","QC","CAN",71,180,2004,8,232,1,0,0,0,0,0
20052006,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,4,4,1,2,0,0
20072008,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,4,2,0,2,0,0
20082009,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,1,1,0,1,0,0
20092010,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,63,61,37,15,0,10
20102011,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,63,63,37,17,0,5
20112012,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,57,57,35,17,0,4
20122013,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,42,42,21,13,0,7
20132014,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,51,50,21,19,0,11
